,id_entrega,tiempo,sin_pesar,pesados,p_aciertos,velocidad,p_aceptacion,score_recolector,seniority_BEGINNER,seniority_INTERMEDIATE,seniority_REVIEW,distancia,lunes,martes,miercoles,jueves,viernes,sabado,hora
1146,0,79.776343,5.0,0.0,0.8565,1.75,0.72,4.92,0,0,1,0.9364613250811318,0,0,1,0,0,0,0
1147,0,148.977975,18.0,13.0,0.8326,1.78,1.0,4.92,0,1,0,2.3563285800244254,0,0,1,0,0,0,1
1148,1,98.095921,8.0,2.0,0.6825,1.85,1.0,4.96,0,0,0,1.289893094907219,0,0,1,0,0,0,1
1149,0,94.788659,7.0,2.0,0.8222,2.25,1.0,4.92,0,1,0,0.7226751982859372,0,0,1,0,0,0,0
1150,1,82.771437,14.0,12.0,0.8258,2.14,0.96,4.52,0,1,0,1.3266800028143202,0,0,1,0,0,0,1
1151,0,64.561897,4.0,2.0,0.8431,2.44,0.96,4.86,0,1,0,2.8070303472635603,0,0,1,0,0,0,0
1152,1,96.308454,11.0,0.0,0.91,1.47,0.96,4.84,0,0,0,4.445798897792215,0,0,1,0,0,0,1
1156,0,108.921756,6.0,0.0,0.8455,2.0,1.0,4.88,0,1,0,0.2920339942806883,0,0,1,0,0,0,0
1157,0,134.908012,9.0,3.0,0.7222,2.1,1.0,4.9,0,0,1,5.545553163942589,0,0,1,0,0,0,1
1158,1,64.268318,1.0,0.0,0.8258,2.14,0.96,4.52,0,1,0,0.6506229525944298,0,0,1,0,0,0,0
1159,1,173.625154,12.0,8.0,0.8031,2.39,1.0,5.0,0,1,0,0.11266301407060249,0,0,1,0,0,0,1
1160,0,81.131398,7.0,0.0,0.8255,1.76,0.96,4.67,0,1,0,1.9702730413052072,0,0,1,0,0,0,0
1161,1,109.307973,36.0,11.0,0.8091,1.86,1.0,4.8,0,0,0,0.7016749159075867,0,0,1,0,0,0,1
1162,1,95.400989,15.0,6.0,0.8761,1.72,1.0,4.56,0,0,0,2.6454532957198498,0,0,0,1,0,0,1
1163,0,70.197829,7.0,0.0,0.9033,1.25,1.0,4.8,0,0,0,4.8009138474599995,0,0,1,0,0,0,0
1165,1,176.467754,25.0,6.0,0.9062,1.89,0.96,4.68,0,0,0,1.1354876588182776,0,0,1,0,0,0,1
1166,1,81.774579,13.0,0.0,0.8333,2.19,0.96,4.92,0,1,0,3.3873102551977152,0,0,1,0,0,0,0
1167,1,88.645714,3.0,0.0,0.8692,1.64,0.92,4.92,0,0,0,4.741255703441467,0,0,1,0,0,0,0
1168,1,120.739922,12.0,0.0,0.8665,1.89,1.0,4.76,0,0,0,0.8302824047546752,0,0,1,0,0,0,1
1169,0,63.373966,2.0,0.0,0.9055,2.41,1.0,4.8,0,1,0,1.3883892639465572,0,0,1,0,0,0,0
1170,1,40.976881,7.0,0.0,0.8721,1.14,0.92,4.68,0,0,0,3.637124339252237,0,0,1,0,0,0,1
1171,0,44.081441,3.0,0.0,0.8270000000000001,2.13,1.0,4.92,0,0,1,1.9725945300819616,0,0,1,0,0,0,0
1172,1,114.497803,1.0,0.0,0.8589,1.29,1.0,4.64,0,0,0,8.333911555893824,0,0,1,0,0,0,1
1173,1,59.607794,5.0,0.0,0.8584,3.13,1.0,4.84,0,0,1,0.32809459904018645,0,0,1,0,0,0,1
1175,1,51.437697,15.0,2.0,0.8656,1.6,1.0,4.56,0,0,0,1.472606558965206,0,0,1,0,0,0,0
1176,0,75.647442,7.0,0.0,0.8721,1.14,0.92,4.68,0,0,0,0.38036396862357835,0,0,1,0,0,0,0
1177,1,138.529678,51.0,3.0,0.8408,1.74,0.96,4.96,0,0,0,2.1272437818227248,0,0,1,0,0,0,1
1178,1,84.566874,22.0,3.0,0.8936,1.3,1.0,4.72,0,0,0,0.24210377504109834,0,0,1,0,0,0,1
1179,1,131.920088,34.0,6.0,0.8665,1.75,0.96,4.84,0,0,0,3.157742911510421,0,0,1,0,0,0,1
1181,0,138.656592,12.0,3.0,0.8329,1.47,0.92,4.92,0,0,0,5.715351721840465,0,0,1,0,0,0,1
1183,0,138.752895,21.0,2.0,0.8982,1.51,1.0,4.56,0,0,0,0.6434243698529838,0,0,1,0,0,0,1
1184,1,74.824837,3.0,0.0,0.8372,1.8,1.0,4.72,0,0,0,0.5504807401753883,0,0,1,0,0,0,1
1185,0,85.911056,14.0,5.0,0.8289,1.5,0.96,4.68,0,0,0,0.8129690017172482,0,0,1,0,0,0,1
1186,0,146.689934,8.0,0.0,0.8158,3.5,0.96,5.0,0,0,1,3.906632111188941,0,0,1,0,0,0,1
1187,0,82.264706,6.0,0.0,0.8851,1.58,1.0,5.0,0,0,0,3.352348223471101,0,0,1,0,0,0,1
1188,1,67.659987,10.0,0.0,0.8117,2.2,1.0,4.92,0,1,0,2.4727286038455114,0,0,1,0,0,0,1
1189,1,72.796681,3.0,0.0,0.7687,4.14,0.96,4.89,0,0,1,3.6286453612770724,0,0,1,0,0,0,1
1190,0,97.376344,7.0,0.0,0.8565,1.75,0.72,4.92,0,0,1,0.292238613671484,0,0,1,0,0,0,1
1192,1,92.560319,14.0,1.0,0.8385,1.73,0.88,4.84,0,1,0,1.2578512363560588,0,0,0,1,0,0,0
1193,0,84.362516,7.0,1.0,0.8858,2.03,1.0,4.92,0,1,0,1.4390253162635611,0,0,1,0,0,0,1
1194,0,85.768105,6.0,0.0,0.7631,2.7,1.0,4.68,0,0,1,2.156155414292681,0,0,1,0,0,0,1
1195,1,125.657625,7.0,3.0,0.7571,4.4,0.96,5.0,0,0,1,4.280034600878641,0,0,1,0,0,0,1
1197,0,92.199072,3.0,0.0,0.8243,1.82,0.92,4.92,0,0,0,4.75693293431433,0,0,1,0,0,0,1
1198,0,69.337717,5.0,2.0,0.8219,2.66,1.0,4.75,0,1,0,3.1251196920732274,0,0,1,0,0,0,1
1199,1,113.446994,5.0,0.0,0.7969,1.67,1.0,5.0,0,0,0,2.6871722369816426,0,0,1,0,0,0,1
1200,1,85.191598,22.0,0.0,0.8827,1.47,1.0,4.68,0,0,0,0.2958201683103897,0,0,0,1,0,0,1
1201,1,69.191374,2.0,0.0,0.828,1.79,1.0,4.88,0,1,0,2.8906066446056853,0,0,0,1,0,0,1
1202,1,109.411983,40.0,1.0,0.877,1.31,1.0,4.64,0,0,0,2.783404269332704,0,0,0,1,0,0,0
1203,0,115.062213,5.0,0.0,0.8306,2.57,0.8,4.8,0,0,1,1.5633230083156515,0,0,1,0,0,0,1
1204,0,156.402882,17.0,6.0,0.8222,2.25,1.0,4.92,0,1,0,3.6949447641439255,0,0,1,0,0,0,0
1205,1,99.665297,14.0,2.0,0.8692,1.64,0.92,4.92,0,0,0,3.8341523065054526,0,0,1,0,0,0,1
1206,1,105.158026,21.0,2.0,0.8594,2.11,1.0,4.76,0,1,0,2.2090109317137165,0,0,1,0,0,0,1
1207,0,133.870907,19.0,2.0,0.8504,2.0,0.92,4.68,0,0,0,4.396242024298549,0,0,1,0,0,0,1
1208,1,139.045079,1.0,0.0,0.8521,2.5,1.0,4.6,0,1,0,0.9960203790907752,0,0,0,1,0,0,0
1210,1,104.485157,25.0,11.0,0.8289,1.5,0.96,4.68,0,0,0,0.6577754934321557,0,0,0,1,0,0,1
1211,1,54.758866,3.0,1.0,0.7683,2.53,0.92,5.0,0,1,0,2.47702241971579,0,0,0,1,0,0,0
1212,1,94.349975,1.0,6.0,0.8266,1.6,0.56,4.6,0,0,1,0.2689866328182551,0,0,1,0,0,0,1
1213,0,83.890047,14.0,9.0,0.8764,1.61,1.0,4.8,0,0,0,1.0892387385594875,0,0,1,0,0,0,1
1214,0,88.249084,3.0,0.0,0.8831,1.79,1.0,4.92,0,0,0,1.3106331620073148,0,0,1,0,0,0,1
1215,1,135.863754,41.0,13.0,0.8894,1.57,1.0,4.6,0,0,0,1.0791292927572569,0,0,0,1,0,0,0
1216,1,56.480106,3.0,0.0,0.8769,1.71,0.96,4.92,0,0,0,0.2316225100907963,0,0,1,0,0,0,1
1217,0,131.527138,13.0,1.0,0.8321,1.51,1.0,4.68,0,0,0,1.4666597741688647,0,0,1,0,0,0,1
1218,1,69.227727,26.0,1.0,0.8893,1.37,0.96,4.72,0,0,0,1.711329375558535,0,0,1,0,0,0,1
1219,0,111.286315,7.0,0.0,0.8834,1.94,0.92,4.6,0,0,0,5.646055461873543,0,0,1,0,0,0,1
1220,0,87.765666,9.0,5.0,0.8235,3.5,1.0,4.44,0,0,1,1.299748269207551,0,0,1,0,0,0,1
1221,1,131.299563,44.0,14.0,0.8817,1.56,0.96,4.56,0,0,0,1.7460833153115247,0,0,0,1,0,0,1
1222,0,109.619305,2.0,0.0,0.8455,2.0,1.0,4.88,0,1,0,1.1423651979395466,0,0,1,0,0,0,1
1223,1,110.258471,32.0,12.0,0.8573,1.3,1.0,5.0,0,0,0,1.012289573315668,0,0,1,0,0,0,1
1224,0,86.963071,8.0,1.0,0.8684,4.18,0.96,4.95,0,0,1,3.1024190871989763,0,0,1,0,0,0,1
1225,1,70.527423,5.0,0.0,0.8571,1.9,0.96,4.8,0,0,0,0.6868613364715417,0,0,0,1,0,0,1
1227,1,121.480872,18.0,14.0,0.8471,1.5,1.0,4.64,0,0,0,1.8334384542108335,0,0,0,1,0,0,1
1228,0,118.537735,3.0,0.0,0.8462,2.44,0.84,5.0,0,0,1,1.1744456300113613,0,0,1,0,0,0,1
1229,0,90.609981,21.0,0.0,0.8722,2.82,1.0,4.88,0,1,0,0.07875319897403231,0,0,1,0,0,0,1
1230,0,123.237842,17.0,9.0,0.8323,2.54,0.92,4.91,0,1,0,0.29836546042702133,0,0,1,0,0,0,0
1231,0,180.662981,9.0,0.0,0.8864,1.64,0.96,4.56,0,0,0,0.2777190405721044,0,0,1,0,0,0,0
1232,1,109.136012,12.0,3.0,0.7987,2.63,0.92,5.0,0,1,0,1.61161682401349,0,0,1,0,0,0,1
1233,1,112.770472,32.0,1.0,0.8297,1.81,1.0,4.72,0,1,0,2.5571888636289812,0,0,0,1,0,0,1
1234,1,173.801079,47.0,2.0,0.8442,1.87,0.92,4.76,0,0,0,2.200673655349346,0,0,0,1,0,0,1
1235,1,71.663888,1.0,0.0,0.875,3.0,0.96,4.86,0,1,0,1.5957161353683798,0,0,1,0,0,0,1
1236,1,70.141453,3.0,0.0,0.8696,2.75,0.88,4.91,0,1,0,9.835895899755478,0,0,1,0,0,0,1
1237,0,73.026205,10.0,2.0,0.861,1.64,1.0,4.48,0,0,0,2.242128536669573,0,0,1,0,0,0,1
1238,1,54.317713,7.0,2.0,0.8571,1.48,0.92,4.68,0,0,0,0.5973001125079902,0,0,1,0,0,0,0
1240,0,105.816471,7.0,0.0,0.8036,1.67,0.92,4.96,0,1,0,1.9169629255301142,0,0,1,0,0,0,1
1241,0,70.403137,18.0,1.0,0.9106,1.33,0.92,4.96,0,0,0,4.360391626290003,0,0,1,0,0,0,1
1243,1,91.528119,17.0,2.0,0.8552,1.92,0.96,4.72,0,1,0,2.619315783877443,0,0,0,1,0,0,0
1244,1,83.618263,7.0,6.0,0.847,1.56,1.0,4.48,0,0,0,1.3795033584239316,0,0,1,0,0,0,0
1245,0,91.242995,25.0,10.0,0.8372,1.8,1.0,4.72,0,0,0,0.21106993471723923,0,0,1,0,0,0,1
1246,1,84.357611,3.0,0.0,0.7631,2.7,1.0,4.68,0,0,1,3.0455193006523547,0,0,1,0,0,0,0
1247,1,69.794487,19.0,2.0,0.9529,1.47,0.92,4.76,0,0,0,0.9951333476282378,0,0,0,1,0,0,0
1248,1,102.829007,1.0,0.0,0.8406,2.07,0.88,5.0,0,1,0,0.9934270288767978,0,0,0,1,0,0,1
1249,1,102.821646,24.0,13.0,0.8275,1.73,0.84,4.96,0,0,1,4.167818985583776,0,0,1,0,0,0,0
1250,1,81.351111,5.0,0.0,0.861,1.64,1.0,4.48,0,0,0,4.760691255280616,0,0,1,0,0,0,0
1251,0,79.238371,18.0,5.0,0.8759,2.12,1.0,4.72,0,1,0,0.6905058675510392,0,0,1,0,0,0,1
1252,1,77.561625,6.0,0.0,0.8435,2.33,0.96,4.84,0,1,0,1.8404537134015762,0,0,1,0,0,0,0
1253,0,82.173236,11.0,2.0,0.8571,2.06,0.92,4.92,0,1,0,3.756499156423562,0,0,1,0,0,0,0
1254,1,63.754658,6.0,11.0,0.8764,1.61,1.0,4.8,0,0,0,1.9871093119263836,0,0,1,0,0,0,0
1255,1,73.602989,7.0,0.0,0.8589,1.29,1.0,4.64,0,0,0,4.541009878528552,0,0,0,1,0,0,0
1256,1,77.951098,2.0,0.0,0.8594,2.11,1.0,4.76,0,1,0,0.733345778106729,0,0,0,1,0,0,0
1257,1,62.694597,7.0,7.0,0.8571,2.06,0.92,4.92,0,1,0,1.1814963782060417,0,0,1,0,0,0,0
1258,1,132.522109,21.0,11.0,0.851,1.58,1.0,4.92,0,0,0,1.2379594390522952,0,0,0,1,0,0,0
1259,1,104.064153,21.0,1.0,0.8762,1.32,1.0,4.92,0,0,0,1.3674866808295105,0,0,0,1,0,0,0
1260,1,79.611393,15.0,2.0,0.8735,2.4,1.0,5.0,0,1,0,2.3854321148523083,0,0,1,0,0,0,0
1261,0,93.868735,13.0,5.0,0.8521,2.5,1.0,4.6,0,1,0,0.425192341007115,0,0,1,0,0,0,0
1262,1,82.465633,19.0,5.0,0.8581,2.52,1.0,4.68,0,1,0,1.6617753652094904,0,0,0,1,0,0,1
1263,1,72.748529,7.0,2.0,0.9055,2.41,1.0,4.8,0,1,0,1.1173904036649254,0,0,0,1,0,0,0
1265,1,123.694435,6.0,8.0,0.8762,1.32,1.0,4.92,0,0,0,3.8661063705821217,0,0,0,1,0,0,1
1266,0,100.463355,5.0,0.0,0.8088,2.63,1.0,4.71,0,1,0,2.8558792276341993,0,0,1,0,0,0,0
1267,1,60.094356,8.0,1.0,0.8831,1.79,1.0,4.92,0,0,0,0.8655486895088929,0,0,1,0,0,0,0
1268,0,110.924695,5.0,1.0,0.8531,2.33,0.88,4.91,0,1,0,2.5155591618750712,0,0,1,0,0,0,0
1269,1,77.914694,21.0,1.0,0.8571,1.48,0.92,4.68,0,0,0,0.6486521102947268,0,0,1,0,0,0,0
1270,1,120.561695,21.0,9.0,0.8272,1.29,1.0,4.76,0,0,0,5.096909454342993,0,0,0,1,0,0,0
1271,1,106.516407,25.0,6.0,0.8801,1.85,0.96,4.8,0,0,0,0.24622703129367626,0,0,0,1,0,0,0
1273,1,80.014208,12.0,0.0,0.8455,2.0,1.0,4.88,0,1,0,0.9186906947868715,0,0,1,0,0,0,0
1274,0,63.031024,14.0,0.0,0.7687,4.14,0.96,4.89,0,0,1,1.371821973085291,0,0,1,0,0,0,0
1275,1,114.076897,11.0,7.0,0.8561,2.81,0.92,4.85,0,1,0,1.6779702750152532,0,0,0,1,0,0,0
1276,0,36.174827,3.0,5.0,0.8289,1.5,0.96,4.68,0,0,0,0.24909453787040425,0,0,1,0,0,0,0
1277,1,175.522341,37.0,13.0,0.848,1.39,0.92,4.84,0,0,0,7.1965877125241295,0,0,0,1,0,0,1
1278,1,117.259639,46.0,1.0,0.8625,1.6,1.0,4.64,0,0,0,1.3138872200400287,0,0,0,1,0,0,0
1280,0,59.192832,6.0,0.0,0.8759,2.12,1.0,4.72,0,1,0,1.4265963073401104,0,0,1,0,0,0,0
1281,1,62.852445,5.0,0.0,0.877,1.31,1.0,4.64,0,0,0,6.178738271059621,0,0,0,1,0,0,1
1282,1,123.078934,19.0,9.0,0.8706,1.58,1.0,4.76,0,0,0,2.8835065568366254,0,0,0,1,0,0,1
1283,1,41.973377,5.0,1.0,0.8759,2.12,1.0,4.72,0,1,0,1.4353657882668458,0,0,0,1,0,0,0
1284,1,107.561484,43.0,2.0,0.9028,1.63,1.0,4.8,0,0,0,1.2386826604294026,0,0,0,1,0,0,0
1285,1,86.864928,11.0,1.0,0.8834,1.61,0.88,4.76,0,0,0,0.9213709671197404,0,0,0,1,0,0,1
1286,1,118.458014,36.0,7.0,0.875,1.61,1.0,4.88,0,0,0,1.246310454803224,0,0,0,1,0,0,1
1287,1,79.962496,18.0,0.0,0.8255,1.89,1.0,4.84,0,0,0,1.9286291326624299,0,0,0,1,0,0,0
1288,1,100.870393,13.0,15.0,0.8516,1.14,1.0,4.76,0,0,0,4.676185060445888,0,0,0,1,0,0,1
1289,1,113.593105,21.0,3.0,0.8625,1.89,1.0,4.92,0,0,0,4.457460415977886,0,0,0,1,0,0,1
1290,1,102.822363,3.0,0.0,0.9529,1.47,0.92,4.76,0,0,0,0.6437168860589496,0,0,0,1,0,0,1
1291,1,146.778799,18.0,3.0,0.8856,1.22,1.0,4.8,0,0,0,0.9880811531035281,0,0,0,1,0,0,1
1293,1,129.856992,38.0,1.0,0.878,1.54,1.0,4.84,0,0,0,2.594236305348637,0,0,0,1,0,0,1
1294,1,114.795044,24.0,9.0,0.8887,1.55,0.96,4.72,0,0,0,1.7624376360278244,0,0,0,1,0,0,0
1295,1,92.078226,18.0,8.0,0.8521,2.5,1.0,4.6,0,1,0,0.514401579037851,0,0,0,1,0,0,1
1297,1,114.558617,18.0,0.0,0.9028,1.63,1.0,4.8,0,0,0,0.36242183799890826,0,0,0,1,0,0,1
1298,1,52.392206,3.0,0.0,0.8712,2.13,1.0,4.8,0,1,0,0.8738989936872871,0,0,0,1,0,0,1
1299,1,102.616691,5.0,0.0,0.8689,1.38,0.92,4.68,0,0,0,2.3647923748214974,0,0,0,1,0,0,1
1300,1,98.851721,23.0,6.0,0.8656,1.6,1.0,4.56,0,0,0,2.9776736342326102,0,0,0,1,0,0,0
1301,1,80.139353,24.0,13.0,0.9081,1.55,0.96,4.48,0,0,0,6.6364789660858765,0,0,0,1,0,0,1
1302,1,144.699074,51.0,15.0,0.8385,1.73,0.88,4.84,0,1,0,1.2891510694550492,0,0,0,1,0,0,1
1303,1,101.098529,29.0,3.0,0.8699,1.59,0.96,4.72,0,0,0,1.1210222948258401,0,0,0,1,0,0,0
1304,1,110.899472,18.0,8.0,0.8681,1.27,0.88,4.84,0,0,0,1.1857182335513332,0,0,0,1,0,0,1
1305,1,60.473731,1.0,0.0,0.8037,1.8,0.96,4.84,0,0,0,4.757930851627095,0,0,0,1,0,0,1
1306,1,83.395413,7.0,0.0,0.7959,2.88,1.0,4.81,0,1,0,0.579991604944819,0,0,0,1,0,0,1
1307,1,142.742726,20.0,14.0,0.8787,1.64,1.0,4.44,0,0,0,2.309227003504642,0,0,0,1,0,0,1
1308,1,98.016204,8.0,6.0,0.8272,1.29,1.0,4.76,0,0,0,4.347318004633149,0,0,0,1,0,0,0
1309,1,60.742812,7.0,0.0,0.877,1.31,1.0,4.64,0,0,0,1.2027430078481298,0,0,0,1,0,0,0
1310,1,107.954324,26.0,6.0,0.8717,1.68,1.0,4.84,0,0,0,0.16994038241070686,0,0,0,1,0,0,1
1311,1,118.266351,68.0,1.0,0.8746,1.5,1.0,4.8,0,0,0,0.29208621285276315,0,0,0,1,0,0,0
1312,1,97.261041,11.0,10.0,0.8728,1.89,1.0,4.92,0,0,0,0.7329728332819948,0,0,0,1,0,0,0
1313,1,73.782832,14.0,5.0,0.8814,0.95,0.64,4.52,0,0,1,1.0274502035426996,0,0,0,1,0,0,0
1314,1,135.634322,34.0,2.0,0.8874,1.57,1.0,4.8,0,0,0,1.5807539154782526,0,0,0,1,0,0,0
1315,1,35.028898,1.0,0.0,0.8645,1.18,0.96,4.6,0,0,0,0.5545671119830728,0,0,0,1,0,0,1
1317,1,88.543078,5.0,0.0,0.8601,2.57,0.72,4.68,0,0,1,0.9337795044359023,0,0,0,1,0,0,0
1318,1,82.195973,22.0,1.0,0.8552,1.92,0.96,4.72,0,1,0,2.499279379046991,0,0,0,1,0,0,0
1319,0,95.389969,17.0,4.0,0.8556,1.5,0.96,4.72,0,0,0,0.7952385459389587,0,0,0,1,0,0,0
1320,1,96.216771,10.0,5.0,0.8411,1.81,1.0,4.84,0,0,0,3.320469738686643,0,0,0,1,0,0,1
1321,1,84.449729,16.0,6.0,0.8652,2.43,1.0,5.0,0,1,0,1.5204495787501913,0,0,0,1,0,0,1
1322,1,96.396587,14.0,0.0,0.8168,1.85,0.92,4.72,0,0,0,2.4903570830938757,0,0,0,1,0,0,1
1323,0,89.375042,12.0,7.0,0.8542,1.23,1.0,4.96,0,1,0,0.9922251282651108,0,0,0,1,0,0,0
1324,1,133.030946,19.0,5.0,0.8817,1.56,0.96,4.56,0,0,0,0.06155878038591318,0,0,0,1,0,0,1
1325,1,61.782463,4.0,0.0,0.8584,1.76,1.0,4.92,0,0,0,2.8711272411958833,0,0,0,1,0,0,1
1326,0,76.263883,22.0,1.0,0.8743,1.28,0.96,4.88,0,0,0,0.9026032904980199,0,0,0,1,0,0,0
1327,1,82.908189,14.0,7.0,0.8446,1.38,0.96,4.96,0,0,0,1.0956177674067602,0,0,0,1,0,0,0
1328,1,102.313169,16.0,5.0,0.8446,1.38,0.96,4.96,0,0,0,1.2509084822642502,0,0,0,1,0,0,1
1329,0,41.690887,2.0,0.0,0.8428,1.43,0.88,4.84,0,0,0,3.000160121278177,0,0,0,1,0,0,0
1330,1,89.477633,24.0,11.0,0.9226,1.55,1.0,4.88,0,0,0,2.0033219165167266,0,0,0,1,0,0,1
1331,1,72.853994,2.0,15.0,0.7925,2.88,0.92,4.96,0,0,1,0.5625756787198541,0,0,0,1,0,0,0
1332,1,83.412296,12.0,6.0,0.8776,1.87,1.0,4.72,0,0,0,1.0503045653290415,0,0,0,1,0,0,1
1333,0,56.596601,1.0,4.0,0.8715,3.0,1.0,4.84,0,1,0,0.49020659831938856,0,0,0,1,0,0,0
1334,1,83.084968,12.0,6.0,0.8273,2.0,0.92,4.72,0,0,1,2.377184087029554,0,0,0,1,0,0,0
1335,0,71.489364,4.0,0.0,0.8712,2.13,1.0,4.8,0,1,0,1.0962089866158342,0,0,0,1,0,0,0
1336,1,65.083503,1.0,0.0,0.8652,2.43,1.0,5.0,0,1,0,2.7594825927086024,0,0,0,1,0,0,1
1338,0,79.588667,11.0,0.0,0.8486,1.5,0.96,4.96,0,0,0,1.4501094339390743,0,0,0,1,0,0,1
1339,0,42.286536,2.0,0.0,0.8472,1.93,1.0,4.76,0,1,0,1.7473823560874857,0,0,0,1,0,0,0
1341,1,76.992019,18.0,13.0,0.8851,1.58,1.0,5.0,0,0,0,1.3664471322842677,0,0,0,1,0,0,1
1342,0,52.681993,10.0,6.0,0.8498,1.5,0.96,4.96,0,1,0,0.5827205785162991,0,0,0,1,0,0,0
1344,0,83.582131,13.0,1.0,0.8544,1.44,0.96,4.76,0,0,0,0.45611669373837244,0,0,0,1,0,0,1
1345,0,118.264694,10.0,6.0,0.8663,2.63,0.96,4.88,0,1,0,0.6947941328079191,0,0,0,1,0,0,1
1346,1,128.230939,15.0,3.0,0.8599,1.5,1.0,4.84,0,0,0,1.6668930425940405,0,0,0,1,0,0,1
1348,1,100.237259,7.0,0.0,0.8,2.65,0.88,5.0,0,1,0,3.0209266233114582,0,0,0,1,0,0,1
1349,0,47.805047,4.0,1.0,0.8728,1.89,1.0,4.92,0,0,0,0.9367850955539361,0,0,0,1,0,0,0
1350,0,105.049285,21.0,2.0,0.8827,2.36,0.88,4.8,0,1,0,0.9118756473198051,0,0,0,1,0,0,1
1351,1,53.260437,5.0,0.0,0.84,2.4,0.96,4.72,0,1,0,3.8182029616354565,0,0,0,1,0,0,1
1353,1,95.688871,6.0,0.0,0.8498,1.5,0.96,4.96,0,1,0,6.071618508905977,0,0,0,1,0,0,1
1354,1,65.288815,17.0,5.0,0.8656,1.6,1.0,4.56,0,0,0,0.8599700840584741,0,0,0,1,0,0,1
1357,0,27.193006,1.0,0.0,0.8808,2.33,1.0,4.96,0,1,0,0.28667380903321543,0,0,0,1,0,0,0
1358,0,80.483013,5.0,0.0,0.8601,2.57,0.72,4.68,0,0,1,0.533418158179339,0,0,0,1,0,0,1
1359,0,59.173327,7.0,2.0,0.8272,2.07,1.0,4.88,0,1,0,1.8965582807417756,0,0,0,1,0,0,1
1360,1,156.658838,8.0,0.0,0.863,2.0,0.72,4.96,0,0,1,1.4231071569194413,0,0,0,1,0,0,1
1361,0,81.259051,10.0,7.0,0.8446,1.38,0.96,4.96,0,0,0,0.331305360971612,0,0,0,1,0,0,1
1363,1,76.086124,7.0,4.0,0.8767,2.77,1.0,4.78,0,1,0,4.621445261242626,0,0,0,1,0,0,1
1364,1,148.517609,54.0,4.0,0.8116,2.15,1.0,4.92,0,1,0,2.371431590868582,0,0,0,1,0,0,0
1365,0,96.502517,15.0,2.0,0.8333,1.86,0.96,4.58,0,0,0,1.679628068286624,0,0,0,1,0,0,1
1366,0,37.891995,0.0,2.0,0.8542,1.23,1.0,4.96,0,1,0,0.19888619659242163,0,0,0,1,0,0,1
1367,0,68.560828,9.0,0.0,0.8808,1.45,1.0,4.76,0,0,0,2.2881029500615844,0,0,0,1,0,0,1
1368,0,84.505961,4.0,9.0,0.8444,1.43,0.84,4.96,0,0,1,5.210166251218353,0,0,0,1,0,0,1
1370,0,152.911062,2.0,0.0,0.9055,2.41,1.0,4.8,0,1,0,3.2134538125445924,0,0,0,1,0,0,1
1372,1,58.248029,7.0,0.0,0.9055,2.41,1.0,4.8,0,1,0,1.1892620740916506,0,0,0,1,0,0,1
1373,0,67.083799,7.0,8.0,0.8472,1.93,1.0,4.76,0,1,0,1.0482870659569359,0,0,0,1,0,0,1
1374,0,105.309098,21.0,10.0,0.8582,1.48,0.96,4.6,0,0,0,1.1088608752696059,0,0,0,1,0,0,1
1376,1,99.206143,15.0,1.0,0.8746,1.5,1.0,4.8,0,0,0,1.346612289123111,0,0,0,1,0,0,0
1377,1,86.575853,16.0,0.0,0.6825,1.85,1.0,4.96,0,0,0,1.543522839612519,0,0,0,1,0,0,0
1378,1,134.388844,34.0,4.0,0.8746,1.5,1.0,4.8,0,0,0,0.44169618188184134,0,0,0,1,0,0,1
1379,1,79.397874,12.0,10.0,0.8255,1.76,0.96,4.67,0,1,0,0.3655569220950124,0,0,0,1,0,0,1
1380,1,75.339813,28.0,0.0,0.8552,1.92,0.96,4.72,0,1,0,2.4523794623266517,0,0,0,1,0,0,1
1381,0,113.169372,21.0,2.0,0.9088,1.69,0.96,4.92,0,0,0,1.1072362292783138,0,0,0,1,0,0,1
1382,1,77.271246,8.0,0.0,0.8395,3.29,0.96,4.84,0,0,1,1.8235970770332697,0,0,0,1,0,0,1
1383,0,79.390605,21.0,5.0,0.8561,2.81,0.92,4.85,0,1,0,0.13789474544277047,0,0,0,1,0,0,1
1384,1,68.070585,5.0,0.0,0.8505,2.38,1.0,4.84,0,1,0,3.2402910667737186,0,0,0,1,0,0,1
1385,1,104.749224,7.0,0.0,0.8561,2.81,0.92,4.85,0,1,0,5.163601074949777,0,0,0,1,0,0,1
1386,1,141.557749,24.0,16.0,0.8599,1.5,1.0,4.84,0,0,0,1.9880045017327375,0,0,0,1,0,0,1
1388,1,97.375258,12.0,0.0,0.8856,1.22,1.0,4.8,0,0,0,2.3079100081264667,0,0,0,1,0,0,1
1389,0,71.260197,12.0,2.0,0.8516,1.14,1.0,4.76,0,0,0,2.5162510811022294,0,0,0,1,0,0,1
1390,0,67.829744,1.0,0.0,0.9238,2.47,0.96,4.84,0,1,0,2.4645955827331036,0,0,0,1,0,0,1
1392,1,93.396295,14.0,0.0,0.8692,1.64,0.92,4.92,0,0,0,1.7850919319394536,0,0,0,1,0,0,1
1395,1,136.348231,21.0,12.0,0.8577,1.26,1.0,4.88,0,0,0,0.8036624047361469,0,0,0,1,0,0,1
1396,0,81.935553,1.0,0.0,0.8571,1.9,0.96,4.8,0,0,0,2.367997439725211,0,0,0,1,0,0,1
1397,1,60.245775,3.0,0.0,0.847,1.67,0.96,4.76,0,0,0,5.05332704175774,0,0,0,1,0,0,0
